uid_v3,uid_v4.1,latitude,longitude,reported_capacity,num_labelers,plant_type,production_type,plant_area_mean,plant_area_median,plant_area_max,kiln_area_mean,kiln_area_median,kiln_area_max
IND0086,IND0112,15.179579,76.700306,0.6,3,Grinding,Wet,237854.7648349123,159238.1869299285,408840.94895210373,0.0,0.0,0.0
IND0087,IND0108,15.686282,78.458991,4.8,3,Integrated,Dry,832547.446976732,795013.5797217892,933104.2510750731,275.3028692031024,271.99731170884775,321.9652216434321
IND0088,IND0109,18.682155,73.03803,0.97,3,Grinding,Wet,58602.7324076538,62625.603644782605,68105.53580810914,0.0,0.0,0.0
IND0089,IND0280,22.576171,87.309609,2.4,3,Grinding,Wet,198046.79859109892,176287.2649357402,342234.2591859362,0.0,0.0,0.0
IND0119,IND0142,9.748529,76.362414,0.2,3,Grinding,Wet,20445.412917356458,13711.94446145192,38149.777163777246,0.0,0.0,0.0
IND0120,IND0144,10.848197,76.835789,0.66,3,Grinding,Dry,90921.71460672264,47543.7154832247,183783.46007920627,0.0,0.0,0.0
IND0121,IND0150,19.787467,79.064451,3.2,3,Integrated,Dry,215837.0257558995,160912.55027234656,395265.7015149634,309.0517275309679,295.0572430194147,342.18158105993473
IND0131,IND0284,14.27251,80.11508,2.0,3,Grinding,Wet,62954.87500705034,51753.29782423955,89936.01496178613,0.0,0.0,0.0
IND0132,IND0164,14.951422,78.075824,1.8,3,Integrated,Dry,149798.19871330983,166004.80585191862,193821.73443418962,296.6963639246969,296.47613854150393,312.83054693469705
IND0133,IND0166,15.061606,77.950937,2.0,3,Integrated,Dry,224566.13895308887,179412.51411220274,352605.10104013444,257.3563208965552,255.37521202788028,273.1666330610566
IND0134,IND0168,16.718672,79.694801,1.2,3,Integrated,Dry,216269.41528771486,186779.13672752792,377257.3644811086,154.64034767228253,136.48489305769402,199.68479486983466
IND0135,IND0165,17.296071,77.504923,2.0,3,Integrated,Dry,182624.84114103412,207533.16841059283,209310.46428414085,220.62357385710038,225.96438888272542,228.9694757347307
IND0136,IND0167,18.473438,74.484301,1.0,3,Grinding,Wet,50140.72069869485,59096.6578793041,60358.86907262721,0.0,0.0,0.0
IND0137,IND0177,9.455703,77.927796,2.0,3,Integrated,Dry,333313.8243317841,281489.2206215726,463326.4843874287,257.90668421762894,238.33555161392417,314.0115090652945
IND0138,IND0173,11.177107,79.08911,3.5,3,Integrated,Dry,547557.9056661888,555080.912365853,766786.6228307202,1218.082260984778,1419.3510640432212,1797.012491588578
IND0139,IND0176,11.361772,79.232041,3.05,3,Integrated,Dry,529873.2217794014,640161.3678102841,786827.5082101991,475.54554652704275,379.80275313069103,688.6253516387878
IND0140,IND0233,11.634286,78.403619,1.6,3,Grinding,Wet,48487.65539539475,47281.90549106883,58328.93293019294,0.0,0.0,0.0
IND0141,IND0232,12.643418,79.69946,0.5,3,Integrated,Dry,112015.30605192635,88563.22726356576,186393.66511015946,368.2600398862149,312.20665817090384,510.0364551948626
IND0142,IND0175,13.758783,76.422107,0.29,3,Integrated,Dry,106927.46841419762,122331.9964050903,176801.6163704406,149.5326584713846,148.19173458533828,203.1034580725875
IND0143,IND0174,16.875719,80.1215,3.65,3,Integrated,Dry,359928.17613210494,252206.5297057782,616270.073235067,672.9176765630913,415.61575946723065,1195.605314755574
IND0144,IND0234,17.617542,82.891222,0.95,3,Grinding,Wet,94442.470088084,94434.59165180686,166415.48248719212,0.0,0.0,0.0
IND0145,IND0231,22.423362,87.862852,1.95,2,Grinding,Wet,202060.8232747332,202060.8232747332,207985.1991690648,0.0,0.0,0.0
IND0146,IND0190,15.075325,77.982725,1.0,3,Integrated,Dry,431253.5458058725,518039.2115809968,524917.7211077041,163.56447822093767,167.62538709397475,188.17325199523785
IND0160,IND0040,14.586917,78.579757,5.0,3,Integrated,Dry,405761.89478014,335267.49674790044,712336.8794131005,656.5976457992601,661.341926657532,695.7618807669786
IND0161,IND0267,17.303447,77.43615,2.75,3,Integrated,Dry,392881.2146381646,329761.50339247286,670384.1082390598,302.21199694301214,309.91897582424826,345.4050105657786
IRN0005,IRN0031,29.253013,54.475132,0.165,3,Integrated,Dry,134280.49850682137,123799.1526660882,168189.579001842,118.58555368800457,121.93787362482729,233.81878743918642
IRN0013,IRN0025,37.452818,57.686191,0.6,3,Integrated,Dry,227371.19731610143,171456.0420267288,374530.1467056734,647.4584032657267,515.0469676000976,1004.0045089195607
IRQ0002,IRQ0001,34.257402,41.212474,1.0,3,Grinding,Wet,426835.0267793938,395601.6887254737,568304.6900861054,0.0,0.0,0.0
IRQ0005,IRQ0023,30.03508,47.944941,0.6,3,Grinding,Wet,106901.66576621177,114075.59952580863,140459.1568271329,0.0,0.0,0.0
IRQ0007,IRQ0022,31.300077,45.299682,0.401,3,Grinding,Wet,315518.49991863425,448380.01234789786,472469.218738646,987.8864095872763,0.0,2963.6592287618287
IRQ0008,IRQ0020,31.962637,44.435264,1.781,3,Integrated,Wet,335844.4373907291,266598.5083810104,491551.43488440244,3770.1865626488757,3946.91257217768,4200.092217913143
IRQ0009,IRQ0019,31.967338,44.44337,1.56,3,Integrated,Wet,148720.53520290324,115383.00491480125,233030.18309501949,367.1099079360041,544.5967339990569,556.7329898089554
IRQ0010,IRQ0017,32.737861,44.271694,0.198,3,Integrated,Wet,78381.59736376826,79649.89480137196,98530.27771329044,920.8909127552245,917.6224152348989,949.4622763306508
ITA0001,ITA0004,37.193679,15.181599,1.9,3,Integrated,Dry,187360.3882975229,146602.28875645137,318998.0276512642,217.6691066799427,222.18439834120517,237.2992660802061
ITA0002,ITA0011,40.556227,9.672135,0.5,3,Integrated,Dry,118110.034901137,119069.31856521915,177945.98369866048,239.68147880910269,226.40565276050503,286.2094493970851
ITA0003,ITA0005,41.314178,16.291376,1.1,3,Integrated,Dry,263620.88838352205,292118.9256721574,328513.5513235022,101.00951283067035,144.93419346331385,158.09434502869718
ITA0004,ITA0006,42.007213,12.7164,1.9,3,Integrated,Dry,302877.433050978,337248.0516650012,340859.3092244148,412.965679481933,423.1020437668361,427.80532645565836
ITA0005,ITA0003,43.855016,11.180725,0.23,3,Grinding,Wet,82950.86870680616,101098.72737332614,112864.50607190643,15.022520569138853,0.0,45.06756170741656
ITA0006,ITA0010,44.302532,7.507571,1.7,3,Grinding,Dry,279394.36009344395,271217.4849814613,343295.0049448006,0.0,0.0,0.0
ITA0007,ITA0013,44.793451,9.810724,1.3,3,Integrated,Dry,118195.94523745158,104728.21848907394,146462.79984605082,128.89830201543393,127.67791933196915,147.49162591503548
ITA0008,ITA0002,45.190403,8.287547,0.78,3,Grinding,Wet,312738.67736493633,312305.50864207,343891.51458445686,13.608022097067847,0.0,40.82406629120354
ITA0009,ITA0031,45.253599,11.751795,0.8,3,Integrated,Wet,122880.54209949353,128362.22759754314,150372.25728344225,322.86240680606915,333.4815906539589,334.486134063456
ITA0010,ITA0029,46.17726,12.740098,1.0,3,Integrated,Dry,165306.24863414653,158231.93762056777,188696.92574895,237.78339492976409,241.2202711470099,252.17729507602922
JOR0001,JOR0007,30.67859,35.631965,2.0,3,Integrated,Dry,606998.7195175309,689259.8540526005,700144.7668319028,599.8775115992582,534.2147957186564,807.8942824367873
JPN0005,JPN0016,33.40298,133.301771,4.35,3,Integrated,Dry,295758.29847454384,261952.83403135504,367570.91786591994,1003.5041414743389,808.7815442855863,1403.0226054805432
JPN0006,JPN0018,34.754394,134.363342,4.2,3,Integrated,Wet,170093.50726474696,138716.73942073714,259736.04257254573,155.2046575298289,181.47543746511408,284.1385351243726
JPN0007,JPN0015,35.501391,136.660357,1.6,3,Integrated,Dry,128067.02744473229,148992.60590355197,160297.53655116414,381.8058543425507,497.3243762408172,648.0931867868348
JPN0008,JPN0017,36.404864,139.617052,0.9,3,Integrated,Dry,111875.36930378496,100928.1580538024,140375.6854995114,386.6197650647099,423.112879249231,472.98487518661244
JPN0009,JPN0005,40.515509,141.521831,1.5,3,Grinding,Wet,83482.24402939326,81629.33201055709,96746.03762225322,41.02750657071253,0.0,123.0825197121376
KAZ0001,KAZ0008,42.292318,69.647017,1.3,3,Integrated,Dry,206492.81117104122,230620.57344438302,309735.3085955133,259.4448840043136,273.3836913092357,354.9705031439868
KAZ0002,KAZ0004,44.089136,52.120629,0.8,3,Integrated,Dry,488531.34774571395,481279.7510078368,771806.2618075536,163.29339554807387,161.4704723998729,178.39111936476627
KAZ0003,KAZ0005,49.64296,83.575126,1.5,3,Integrated,Wet,308265.77411557507,322358.3084848478,336883.06998811953,3167.4409600327044,3371.8035024605892,3623.7156269955562
KOR0012,KOR0039,34.937106,127.763227,1.2,3,Grinding,Wet,256253.74597193414,163444.65767697635,576092.2795113652,0.0,0.0,0.0
KOR0013,KOR0046,35.076138,129.006504,0.8,3,Grinding,Dry,38441.03074661583,18121.798787826967,79905.45996538267,48.715325197183546,0.0,146.14597559155064
KOR0014,KOR0037,37.427431,129.179791,9.72,3,Integrated,Dry,553480.9502649286,245570.25729496256,1239776.0209560092,787.9388110456453,817.7372639465651,887.0077867034151
KOR0015,KOR0038,37.495174,129.13202,1.367,3,Grinding,Wet,88809.05376278017,61051.626082728086,157658.0848216869,0.0,0.0,0.0
KOR0016,KOR0023,37.186617,128.322076,3.5,3,Integrated,Dry,179473.12918257,163228.8479906281,226322.93896972938,1275.6633153380794,1299.9084368257718,1327.2618566638102
KOR0017,KOR0022,37.483696,129.053429,11.5,3,Integrated,Dry,312054.86232412356,260111.3277359958,474229.754813715,1611.7523276644988,1261.395004439097,2715.4343614937507
LBN0002,LBN0001,33.628265,35.422609,1.2,3,Integrated,Dry,195763.37488200344,245654.5468339626,247620.2523786167,478.9232130101006,470.2607473697075,577.7462448955902
LVA0001,LVA0001,56.690803,22.592287,1.6,3,Integrated,Dry,256752.21090341243,272766.9465670684,276630.1570800067,200.60564769622223,276.56940250605913,325.2475405826076
MEX0001,MEX0004,18.798161,-99.179188,2.0,3,Integrated,Dry,145763.39466863923,154948.67981053164,228057.33418089926,413.7809090600321,418.4231577442141,441.53025772765614
MEX0002,MEX0001,19.343802,-96.70478,1.0,3,Integrated,Dry,433346.9726121424,608242.4981100733,658249.0467749557,257.3188647075549,378.88131788988727,393.07527623277747
MEX0003,MEX0002,22.474087,-100.378977,2.0,3,Integrated,Dry,334812.23345415166,331323.56573861913,634341.403272837,298.9414201390082,271.56152622324674,625.2627341937778
MOZ0004,MOZ0011,-25.958721,32.485549,0.7,3,Grinding,Wet,155107.06343090904,78417.92597213958,365843.4409472103,101.66607940721121,0.0,304.99823822163364
Mar2001,MAR0002,27.077753,-13.418374,0.5,3,Grinding,Wet,258084.88370762323,84833.55369480129,636624.3043764062,0.0,0.0,0.0
Mar2002,MAR0006,30.220295,-9.15274,2.2,3,Integrated,Dry,700256.5974747534,865915.5822953896,873699.0847285433,272.0791613967363,279.22198072922606,369.57922899046946
Mar2003,MAR0008,31.58524,-8.502384,1.4,3,Integrated,Dry,176277.21413791567,194371.57368200677,199947.6809398662,245.97915344000538,264.5747871573427,286.0935739623431
Mar2004,MAR0009,32.552532,-9.104544,1.0,3,Integrated,Dry,252154.88500026515,243329.2504155327,427479.4775031029,234.60738585942767,250.81506567535453,278.9680386192754
Mar2005,MAR0020,33.110246,-8.621272,0.45,3,Grinding,Dry,189744.5424715253,168761.68003198062,240085.99901864724,79.07621876889613,0.0,237.22865630668838
NGA0001,NGA0005,7.006077,3.047604,12.0,3,Integrated,Dry,2419105.959986794,2333605.7829879913,3021676.181378926,894.1310280382704,1057.210538138367,1625.1825459764443
NGA0002,NGA0004,7.411613,8.975232,4.0,3,Integrated,Dry,737585.523613703,436911.08245001244,1470409.3873545295,523.1017209122767,516.2603440676656,548.0861537648686
NGA0003,NGA0006,7.927327,6.425156,13.25,3,Integrated,Dry,954507.8355929332,1347602.844502759,1408692.2944289832,753.4441118077342,743.5895073735112,848.2759336214317
NIC0001,NIC0002,11.860059,-86.424014,0.6,3,Integrated,Wet,82003.82589374251,42355.10977174806,164926.40928887666,292.16410800051,184.09945335112315,516.4211741028472
NIC0003,NIC0003,12.276255,-86.500882,0.4,3,Grinding,Wet,75667.64337060641,60893.784620671286,132290.54147138412,0.0,0.0,0.0
NLD0002,NLD0004,50.819524,5.691761,0.9,3,Integrated,Dry,275494.77345664764,270027.16416819446,305227.80318979325,1570.760830335977,1286.21476334264,2470.3780735360574
NLD0003,NLD0002,51.881235,4.245884,0.6,3,Grinding,Wet,214578.90013981095,229061.60012792287,374938.1825856164,0.0,0.0,0.0
NLD0004,NLD0001,52.471076,4.621188,1.4,3,Grinding,Wet,284445.3157516374,56997.646508800564,762758.5870848648,0.0,0.0,0.0
PAK0001,PAK0018,25.159443,66.783955,2.835,3,Integrated,Dry,1002947.6537402936,721452.9000992669,2132661.2196344547,305.0210824797438,285.2092756378606,366.4573763923977
PAK0002,PAK0015,30.327399,70.538435,2.1105,3,Integrated,Dry,733615.5688371386,449332.84583606204,1687667.9191515644,750.5988002298515,691.5511504062922,903.7812362615041
PAK0003,PAK0017,32.725581,72.816963,2.1105,3,Integrated,Dry,857349.0613440928,950917.7753241239,1476369.8437877519,284.57719806201874,288.524073630103,317.95925946228675
PAN0001,PAN0002,9.167751,-79.536857,2.1,3,Integrated,Dry,192946.179085851,217860.98463324874,312659.0267233153,373.9236059075507,268.83263004139474,595.4429301578572
POL0001,POL0007,50.806773,20.529912,1.6,3,Integrated,Dry,234424.89424225426,214743.68165928274,274283.978829178,584.2099520922436,535.2263299319636,713.8154355831584
PRT0005,PRT0009,38.501466,-8.935936,2.0,3,Integrated,Dry,104739.96878432822,113391.26757630025,125387.14891859864,695.3174246131063,704.395954789745,733.3379339031648
PRT0006,PRT0008,39.655677,-8.987387,0.62,3,Integrated,Dry,241491.37427802582,177747.55196348182,386525.9897938196,180.39523184757562,169.14811440105424,243.83214226229722
PRT0007,PRT0007,39.685773,-8.905132,1.5,3,Integrated,Dry,240716.2175068097,257510.91523901984,300693.9415937271,372.92426997872855,325.48369431326535,516.8772759495928
PRY0001,PRY0002,-25.108222,-57.537517,0.75,3,Integrated,Dry,136489.39028177128,65355.3873781259,305248.78875759686,142.6793322354905,138.2676124747585,154.99017674328488
RUS0001,RUS0009,54.873651,61.196847,1.0,3,Grinding,Wet,1215563.3562424749,1184829.769521823,1526850.3094189456,0.0,0.0,0.0
RUS0002,RUS0059,56.868466,62.056043,3.5,3,Integrated,Dry,1486651.3546185459,1534012.8595207795,1689017.427200867,4140.6461341601835,4172.09369696011,4210.910261774612
RUS0003,RUS0016,44.125712,42.00998,3.4,3,Integrated,Wet,557429.4597564968,568347.6446298298,578751.5703999038,4590.49438313853,4465.163832356699,5202.005835339705
RUS0004,RUS0023,50.378073,39.633608,3.075,3,Integrated,Dry,368521.0138505857,318569.31799554685,575308.2842273307,376.0013239217815,377.3042971027338,483.2404324578254
RUS0005,RUS0014,50.610789,36.555284,4.138999999999999,3,Integrated,Wet,276333.5484551586,286510.15318669257,361582.65482756274,3666.4594464476086,4204.818585851302,5285.205264292079
RUS0006,RUS0013,51.257872,37.762677,4.533,3,Integrated,Wet,535288.6941304123,448171.3229190558,755806.4727292708,7049.263784865934,7297.242471127761,9488.070425900369
RUS0007,RUS0019,52.664946,39.632835,2.302,3,Integrated,Dry,368586.9438008415,296577.63013722247,650060.6041603776,389.2376060320297,343.4712431135575,497.4828471638494
RUS0008,RUS0028,53.421121,49.4198,2.01,3,Integrated,Wet,85592.58425766026,76100.43764335301,110562.42314963837,828.5565198493529,1055.9576184961434,1429.7119410519151
RUS0009,RUS0015,53.445099,34.407597,4.699,3,Integrated,Wet,278973.58973042003,292651.5541870823,349560.0095006161,2838.026026769054,2982.214042244609,3230.901729136756
RUS0010,RUS0025,54.003473,48.738773,2.365,3,Grinding,Dry,153454.05732027037,134223.86666131424,232858.5955803499,0.0,0.0,0.0
RUS0011,RUS0021,54.155892,48.360166,2.708,3,Integrated,Wet,695778.6750737048,541975.8321936856,1297003.9374460927,3745.814688923205,3884.468370730985,4466.597660235633
RUS0012,RUS0024,54.213699,38.922525,2.154,3,Integrated,Wet,384439.2050727799,385252.5547799576,593028.1139852398,3608.876177330252,3235.17009141067,4526.534459155633
RUS0013,RUS0051,54.445485,45.870756,10.642999999999999,3,Integrated,Dry,610250.848980013,448441.14794712025,971839.6206428111,5230.713765739192,5571.007479146666,5657.0265684765545
RUS0014,RUS0018,54.783097,58.201148,1.774,3,Integrated,Dry,391320.8893953323,343411.49301680695,650846.5393037045,609.2345766672636,880.305853601586,947.3978764002048
RUS0015,RUS0020,57.46959,60.145025,1.3319999999999999,3,Integrated,Dry,416174.72717398714,473269.2783380516,572289.9574364903,325.4272520043327,324.2552706463626,332.09940191982884
RUS0016,RUS0081,59.061831,28.133623,2.602,3,Integrated,Dry,408431.28330551815,435307.37750807905,618882.9166439788,247.9337278836759,280.94060790037213,288.3606770957601
RUS0017,RUS0022,59.529312,34.14676,2.5980000000000003,3,Integrated,Wet,756640.7916005225,954433.688127426,995850.8513445192,1689.1395316559426,2421.9340035604782,2645.48459140735
RUS0018,RUS0012,62.945251,40.194763,1.419,3,Integrated,Wet,351634.98705883836,398207.1411885111,531441.4722884363,1225.691766023319,1053.5760093669396,1753.8634207963087
RUS0019,RUS0011,53.6638,55.970997,1.8,3,Integrated,Dry,354055.6140627032,367369.201947598,373224.00927062606,185.49752639442463,151.20037085585687,258.6219934491929
RUS0020,RUS0033,54.482932,37.341077,2.0,3,Integrated,Wet,268216.3815851642,172141.41965353192,501186.76631732006,179.22951138267638,214.0298811269008,323.6586530211284
RUS0021,RUS0032,59.112037,28.191385,1.2,3,Grinding,Dry,470070.8644606279,514892.12939987425,575429.6398538267,95.57181295741275,0.0,286.7154388722382
RUS0027,RUS0035,55.061288,38.83226,2.5,3,Integrated,Dry,771239.8485562433,630650.1332491722,1238628.7004966661,1024.3698767158423,416.8455320655653,2281.9143681504206
SEN0001,SEN0002,14.79656,-17.041497,1.5,3,Grinding,Dry,623368.6243468444,508572.90237501747,911131.3038844902,0.0,0.0,0.0
SLV0002,SLV0001,14.327109,-89.500665,1.7,3,Integrated,Dry,182697.94051950792,162746.0240520639,223870.4992780695,228.96998993988612,221.5419863210828,334.33094715126373
SRB0002,SRB0001,45.207937,19.707231,1.0,3,Integrated,Dry,1189799.7319004724,1308820.6431264065,1365327.0790487737,302.1170141586745,329.60897530783745,352.93751408923765
TGO0001,TGO0001,6.153305,1.2881,0.75,3,Grinding,Wet,142468.0344285988,133977.26439443932,167483.25892373087,51.8901229985184,0.0,155.6703689955552
TGO0002,TGO0003,6.583055,1.516339,,3,Integrated,Dry,278323.23710566363,316236.5245721211,453460.67865263665,692.0559659038216,762.1735517768586,1313.9943459346061
TGO0003,TGO0004,9.459846,1.221515,0.25,3,Grinding,Wet,49964.57093893713,45434.03606997889,59695.14354496468,0.0,0.0,0.0
THA0003,THA0001,14.673757,100.803369,5.0,3,Integrated,Dry,353941.6454755162,303851.32513123733,465388.50102893275,985.5524596530256,797.7010613634161,1459.7549106053252
TUN0002,TUN0009,33.873998,9.993386,1.4,3,Integrated,Dry,207545.9921873435,172357.60640682798,294987.685330947,466.995140060949,461.2997138113849,514.3007442299902
TUR0006,TUR0064,38.427047,27.217029,2.3,3,Integrated,Dry,151486.28534603235,159533.7322108564,170770.87217758707,528.2550863003735,514.5723198191572,654.6821038580287
TUR0008,TUR0062,40.575669,43.007643,0.596,3,Integrated,Dry,82252.9596931179,30296.672774220136,188394.6253089968,210.87854973716202,207.8832094233624,264.1310255240678
TUR0009,TUR0065,41.79704,26.702448,2.1,3,Integrated,Dry,114407.23453361144,118947.41652939816,160470.02161103478,181.74533192824188,179.76545956230893,212.7986029937803
TUR0024,TUR0046,37.962052,41.702529,1.2,3,Grinding,Dry,157471.00082281692,197106.61839949538,236195.09162094828,107.74571425470411,0.0,323.2371427641123
TUR0029,TUR0033,37.938962,32.533761,1.5,3,Integrated,Dry,913519.5174380263,566652.90167087,1934282.3537740833,281.4838464693544,258.4768996426615,383.3588352248807
TUR0030,TUR0024,39.944254,33.191786,0.5,3,Integrated,Dry,341045.5488089448,260248.81746585367,595629.0356484957,497.59560606801523,529.0362995178106,654.1218182556287
TZA0001,TZA0003,-10.258078,40.038862,3.0,3,Integrated,Dry,1191366.4180110376,1391869.4396810122,1560120.7265174093,275.0588473219354,201.3537644022269,623.8227775635793
TZA0003,TZA0008,-6.662689,39.166959,2.0,3,Integrated,Dry,297937.029851818,328800.1368684264,354829.00995205337,289.05288767259174,312.536627220832,325.81029008014315
UKR0006,UKR0016,48.730626,37.544124,0.725,3,Integrated,Wet,90462.2716107007,112416.7433637701,125725.26873740659,285.74306059839904,231.11085452232447,416.0673895021391
UKR0007,UKR0005,49.495188,36.74199,4.447,3,Integrated,Dry,1313562.6686335253,1435584.8209301983,1753708.9100407464,6241.946750964144,6271.531706820245,7308.6492229814185
USA0022,USA0002,28.760848,-82.025558,1.2,3,Integrated,Dry,165489.92797840748,151210.025544494,205071.4005030617,110.39687412117831,93.357694303569,168.04958231964167
USA0034,USA0100,39.62013,-119.263039,0.56,3,Integrated,Dry,100539.6654895654,91812.81088400814,121356.4267031617,597.7360678675582,859.7028919554318,891.9569351485118
USA0038,USA0022,44.084275,-69.157138,0.7,3,Grinding,Wet,172921.59996135128,163274.17040005018,307506.3069997252,203.5486808889749,0.0,610.6460426669247
USA0093,USA0114,25.877824,-80.377344,2.1,3,Grinding,Dry,388887.2691939546,175676.75296555698,829044.7927611136,25.772647159517685,0.0,77.31794147855305
UZB0001,UZB0001,40.931159,69.65255,2.18,3,Integrated,Dry,1217897.6072155945,1314263.6655869572,1378999.6029553604,6065.084933175291,4682.985450937657,9843.643559895718
VNM0001,VNM0073,18.939393,105.350969,6.0,3,Integrated,Dry,300837.4197489649,407983.29912961886,438858.68985699886,649.8863400513807,666.0330137499357,697.8447846959458
VNM0002,VNM0077,20.341771,105.91308,3.6,3,Integrated,Dry,351030.8088819092,451740.74180353223,583462.9785783237,421.3220245783412,502.6052944160874,578.3520420843794
VNM0003,VNM0076,20.453618,105.886442,3.0,3,Integrated,Dry,235808.12432928826,89417.9909399292,537927.5663606534,373.0977274115746,256.1652283268737,629.2229382840717
VNM0004,VNM0075a,21.566872,106.492178,1.0,3,Integrated,Dry,183282.4893033252,240965.51461278572,244134.75989033215,173.73586356994733,168.45848612548423,226.19405320695358
YEM0002,YEM0006,15.032711,43.25929,1.07,3,Integrated,Dry,472320.25660618907,423327.43168207223,670003.9551097396,400.05713212771326,234.7590899058688,965.4123064772709
ZAF0001,ZAF0019,-26.156285,28.692849,1.5,3,Grinding,Wet,188292.77410572337,210843.87599869684,215204.83646402723,0.0,0.0,0.0
ZAF0002,ZAF0020,-26.143888,25.851686,1.8,3,Grinding,Dry,671417.5973445298,561132.6206537571,901423.5285582735,101.76822321451378,0.0,305.30466964354133
ZMB0002,ZMB0003,-13.026214,28.778742,1.5,2,,Dry,262471.91414018784,262471.91414018784,524943.8282803757,262.565248671206,262.565248671206,525.130497342412
ZWE0002,ZWE0004,-21.0072,29.212761,0.46,3,Integrated,Dry,87532.50783683646,103367.46326511608,111978.66609531015,81.80031131963602,117.55544134855113,127.84549261035693
ZWE0003,ZWE0003,-20.114474,28.685907,0.3,3,Grinding,Wet,142675.26386905074,142026.73536916898,151785.1037496352,0.0,0.0,0.0
